"FOR /20/ML.NASAL SPRAY
IN PLASTIC BOTLLE","137 MCG+50
MCG/DOSE",بخاخ أنفي,ابن الهيثم,AZAFLUTIC NASAL SPRAY
GLASS,0.001,بخاخ أنفي,ابن الهيثم,
"FOR /10/ML.NASAL SPRAY
IN
GLASS BOTTLE",0.001,بخاخ أنفي,ابن الهيثم,AZELASTINE IBNALHAYTHAM
"FOR /15/ML.NASAL SPRAY
IN
plastic BOTTLE",0.001,بخاخ أنفي,ابن الهيثم,AZELASTINE IBNALHAYTHAM
FOR /6/CTD TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"AZITHROMYCIN IBN AL
HAYTHAM- 250 CTD TAB."
FOR /3/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"AZITHROMYCIN IBN AL-
HAYTHAM-500 CTD TAB."
FOR /4/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"AZITHROMYCIN IBN AL-
HAYTHAM-500 CTD TAB."
"FOR /15/ML.SUSP.IN
GLASS BOTTLE",200 MG/5 ML.,معلق جاف,ابن الهيثم,"AZITHROMYCINE IBN AL-
HAYTHAM DRY SUSP."
"FOR /30/ML.SUSP.IN
GLASS BOTTLE",200 MG/5 ML.,معلق جاف,ابن الهيثم,"AZITHROMYCINE IBN AL-
HAYTHAM DRY SUSP."
"FOR /125/ML.SYRUP IN
GLASS BOTTLE","1.25MG+4MG+50MG+
2.5MG/5ML",شراب,ابن الهيثم,AZMIXINAL SYRUP
"FOR /30/TAB.BLISTER
P.V.D.C.",10 MG/TAB.,أقراص,ابن الهيثم,BEDRANOL 10
"FOR /30/TAB.BLISTER
P.V.D.C.",20 MG/TAB.,أقراص,ابن الهيثم,BEDRANOL 20
"FOR /30/TAB.BLISTER
P.V.D.C.",40 MG/TAB.,أقراص,ابن الهيثم,BEDRANOL 40
"FOR /30/F.CTD
TAB.BLISTER P.V.D.C.","5 MG+12.5 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,"BETA ACTIVE HCT 5/12.5 F.CTD
TAB."
"FOR /30/F.CTD
TAB.BLISTER","5 MG+25 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,BETA ACTIVE HCT 5/25 F.CTD TAB.
"FOR /10/TAB.BLISTER
P.V.D.C.",10 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-10 TAB.
"FOR /30/TAB.BLISTER
P.V.D.C.",10 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-10 TAB.
"FOR /10/TAB.BLISTER
P.V.D.C.",2.5 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-2.5 TAB.
"FOR /30/TAB.BLISTER
P.V.D.C.",2.5 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-2.5 TAB.
"FOR /10/TAB.BLISTER
P.V.D.C.",20 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-20 TAB.
"FOR /30/TAB.BLISTER
P.V.D.C.",20 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-20 TAB.
"FOR /10/TAB.BLISTER
P.V.D.C.",5 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-5 TAB.
"FOR /30/TAB.BLISTER
P.V.D.C.",5 MG/TAB.,أقراص,ابن الهيثم,BETA ACTIVE-5 TAB.
FOR /30/CTD TAB.BLISTER,TAB,أقراص ملبسة,ابن الهيثم,BISOPROL HCT CTD TAB.
FOR /30/CTD TAB.BLISTER,TAB,أقراص ملبسة,ابن الهيثم,BISOPROL HCT-2.5/6.25 CTD TAB.
FOR /30/CTD TAB.BLISTER,TAB,أقراص ملبسة,ابن الهيثم,BISOPROL HCT-5/6.25 CTD TAB.
FOR /30/CTD TAB.BLISTER,10 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BISOPROL-10 F.CTD TAB.
TAB.BLISTER,2.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BISOPROL-2.5 F.CTD TAB.
FOR /30/CTD TAB.BLISTER,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BISOPROL-5 F.CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-5 CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-5 CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-5 CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-5 CTD TAB.
TAB.ALU.ALU.,7.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-7.5 CTD TAB.
TAB.ALU.ALU.,7.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-7.5 CTD TAB.
TAB.ALU.ALU.,7.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-7.5 CTD TAB.
TAB.ALU.ALU.,7.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,BRADICORE-7.5 CTD TAB.
"FOR /100/ML.SY.IN GLASS
BOTTLE",450 MG/5ML.,شراب,ابن الهيثم,BRONCHOLYSINE SYRUP
"FOR /10/CTD TAB.BLISTER
P.V.D.C.","5 MG+10 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,CADULIP 5/10
"FOR /30/CTD TAB.BLISTER
P.V.D.C.","5 MG+10 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,CADULIP 5/10
"FOR /10/CTD TAB.BLISTER
P.V.D.C.","5 MG+20 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,CADULIP 5/20
"FOR /30/CTD TAB.BLISTER
P.V.D.C.","5 MG+20 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,CADULIP 5/20
"FOR /10/CTD TAB.BLISTER
P.V.D.C.","5 MG+40 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,CADULIP 5/40
"FOR /30/CTD TAB.BLISTER
P.V.D.C.","5 MG+40 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,CADULIP 5/40
"FOR /30/CTD TAB.BLISTER
P.V.D.C.","25.7MG+24.3MG/C
TD TAB.",أقراص ملبسة,ابن الهيثم,"CARDIO VALSARTAN IBN
ALHAYTHAM-24/26 CTD"
"FOR /30/CTD TAB.BLISTER
P.V.D.C.","51.4MG+48.6MG/C
TD TAB.",أقراص ملبسة,ابن الهيثم,"CARDIO VALSARTAN IBN
ALHAYTHAM-49/51 CTD"
"FOR /30/CTD TAB.BLISTER
P.V.D.C.","102.8MG+97.2MG/
CTD TAB.",أقراص ملبسة,ابن الهيثم,"CARDIO VALSARTAN IBN
ALHAYTHAM-97/103 CTD"
FOR /10/CTD TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,CIPROFLOXACIN -250 CTD TAB.
FOR /20/CTD TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,CIPROFLOXACIN -250 CTD TAB.
FOR /10/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,CIPROFLOXACIN -500 CTD TAB.
FOR /20/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,CIPROFLOXACIN -500 CTD TAB.
FOR /10/CTD TAB.BLISTER,750 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,CIPROFLOXACIN -750 CTD TAB.
FOR /20/CTD TAB.BLISTER,750 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,CIPROFLOXACIN -750 CTD TAB.
"FOR /60/ML.SUSP.IN
GLASS BOTTLE",125 MG/5 ML.,معلق جاف,ابن الهيثم,"CLARITHROMYCIN -125 DRY
SYRUP"
"FOR /60/ML.SUSP.IN
GLASS BOTTLE",250 MG/5 ML.,معلق جاف,ابن الهيثم,"CLARITHROMYCIN -250 DRY
SYRUP"
"FOR /7/CTD TAB.BLISTER
P.V.D.C.",500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"CLARITHROMYCIN -500 MR CTD
TAB."
"FOR /14/CTD TAB.BLISTER
P.V.D.C.",500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"CLARITHROMYCIN -500 MR CTD
TAB."
"FOR /60/ML.SUSP.IN
GLASS BOTTLE+SPOON",125 MG/5 ML.,معلق جاف,ابن الهيثم,"CLARITHROMYCIN IBN AL-
HAYTHAM-125 DRY SYRUP"
"FOR /60/ML.SUSP.IN
GLASS BOTTLE+SPOON",250 MG/5 ML.,معلق جاف,ابن الهيثم,"CLARITHROMYCIN IBN AL-
HAYTHAM-250 DRY SYRUP"
"FOR /20/TAB.BLISTER
P.V.D.C.",0.5 MG/TAB.,أقراص,ابن الهيثم,"CLONAZEPAM IBN AL-HAYTHAM-
0.5 TAB."
"FOR /20/TAB.BLISTER
P.V.D.C.",1 MG/TAB.,أقراص,ابن الهيثم,"CLONAZEPAM IBN AL-HAYTHAM-
1 TAB."
"FOR /20/TAB.BLISTER
P.V.D.C.",2 MG/TAB.,أقراص,ابن الهيثم,"CLONAZEPAM IBN AL-HAYTHAM-
2 TAB."
"FOR /10/CTD TAB.BLISTER
P.V.D.C.",120 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,COXIBET-120 CTD TAB.
"FOR /20/CTD TAB.BLISTER
P.V.D.C.",30 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,COXIBET-30 CTD TAB.
"FOR /20/CTD TAB.BLISTER
P.V.D.C.",60 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,COXIBET-60 CTD TAB.
"FOR /20/CTD TAB.BLISTER
P.V.D.C.",90 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,COXIBET-90 CTD TAB.
"FOR /2/CTD TAB.BLISTER
P.V.D.C.",30 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"DAPOXETINE IBN AL HAYTHAM-
30 CTD TAB."
"FOR /4/CTD TAB.BLISTER
P.V.D.C.",30 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"DAPOXETINE IBN AL HAYTHAM-
30 CTD TAB."
"FOR /2/CTD TAB.BLISTER
P.V.D.C.",60 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"DAPOXETINE IBN AL HAYTHAM-
60 CTD TAB"
"FOR /4/CTD TAB.BLISTER
P.V.D.C.",60 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"DAPOXETINE IBN AL HAYTHAM-
60 CTD TAB"
"FOR /30/CTD TAB.BLISTER
P.V.D.C.",10 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DECALERTO-10 CTD TAB.
"FOR /30/CTD TAB.BLISTER
P.V.D.C.",15 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DECALERTO-15 CTD TAB.
"FOR /30/CTD TAB.BLISTER
P.V.D.C.",2.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DECALERTO-2.5 CTD TAB.
"FOR /10/CTD TAB.BLISTER
P.V.D.C.",20 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DECALERTO-20 CTD TAB.
FOR /20/CTD TAB.BLISTER,20 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DEPRETIN-20 CTD TAB.
FOR /20/CTD TAB.BLISTER,30 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DEPRETIN-30 CTD TAB.
FOR /20/CTD TAB.BLISTER,40 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,DEPRETIN-40 CTD TAB.
FOR /10/CAP.BLISTER,30 MG/CAP.,"محافظ متأخرة التحرر
",ابن الهيثم,DEXLANS-30 DUAL.D.R.CAP.
FOR /30/CAP.BLISTER,30 MG/CAP.,محافظ متأخرة التحرر,ابن الهيثم,DEXLANS-30 DUAL.D.R.CAP.
FOR /10/CAP.ALU.ALU.,60 MG/CAP.,محافظ متأخرة التحرر,ابن الهيثم,DEXLANS-60 D.D.R.CAP.
FOR /30/CAP.ALU.ALU.,60 MG/CAP.,محافظ متأخرة التحرر,ابن الهيثم,DEXLANS-60 D.D.R.CAP.
"FOR /30/F.CTD
TAB.ALU.ALU.","75 MG+100MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,DIOPIRAVIN-75/100 F.CTD TAB.
"FOR /30/CTD
TAB.ALU.ALU.","75 MG+75 MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,DIOPIRAVIN-75/75 F.CTD TAB.
"FOR /30/CTD
TAB.BLISTER","450 MG+50 MG/CTD
TAB",أقراص ملبسة,ابن الهيثم,DIOSMINAL V
FOR /20/TAB.BLISTER,100 MG+25 MG/TAB.,أقراص,ابن الهيثم,DOPACTIVE 100/25 TAB.
FOR /50/TAB.BLISTER,100 MG+25 MG/TAB.,أقراص,ابن الهيثم,DOPACTIVE 100/25 TAB.
FOR /20/TAB.BLISTER,250 MG+25 MG/TAB.,أقراص,ابن الهيثم,DOPACTIVE 250/25 TAB.
FOR /50/TAB.BLISTER,250 MG+25 MG/TAB.,أقراص,ابن الهيثم,DOPACTIVE 250/25 TAB.
FOR /30/CTD TAB.BLISTER,25 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,EMPA PURE 25
FOR /30/CTD TAB.BLISTER,10 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,EMPA PURE10
FOR /30/TAB.BLISTER,10 MG/TAB.,أقراص,ابن الهيثم,ENALAPRIL -10 TAB.
FOR /30/TAB.BLISTER,10 MG+25 MG/TAB.,أقراص,ابن الهيثم,ENALAPRIL HCT-10/25 TAB.
FOR /30/TAB.BLISTER,20 MG+12.5 MG/TAB.,أقراص,ابن الهيثم,ENALAPRIL HCT-20/12.5 TAB.
FOR /30/TAB.BLISTER,20 MG/TAB.,أقراص,ابن الهيثم,ENALAPRIL-20 TAB.
"FOR /20/CTD TAB.BLISTER
P.V.D.C.","500MG+400MG/CTD
TAB.",أقراص ملبسة,ابن الهيثم,FENOGESIC PLUS CTD TAB.
"FOR /100/ML.SUSP.IN
GLASS BOTTLE",125 MG+100MG/5ML.,معلق فموي,ابن الهيثم,FENOGESIC PLUS SUSP.
FOR /10/SACHETS,600 MG/SACHET,ظروف,ابن الهيثم,FENOGESIC-600 SACHETS
FOR /20/SACHETS,600 MG/SACHET,ظروف,ابن الهيثم,FENOGESIC-600 SACHETS
"FOR /100/ML.SUSP.IN
GLASS BOTTLE",30 MG/5 ML.,معلق فموي,ابن الهيثم,"FEXOFENADINE IBN HAYTHAM
SUSP."
FOR /20/CTD TAB.BLISTER,120 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"FEXOFENADINE-120 IBN AL
HAYTHAM CTD TAB."
FOR /20/CTD TAB.BLISTER,180 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"FEXOFENADINE-180 IBN AL
HAYTHAM CTD TAB."
FOR /20/CAP.BLISTER,60 MG/CAP.,محافظ,ابن الهيثم,"FEXOFENADINE-60 IBN AL
HAYTHAM CAP."
FOR /5/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,FLOXALIVE-500 CTD TAB.
FOR /10/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,FLOXALIVE-500 CTD TAB.
FOR /5/CTD TAB.BLISTER,750 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,FLOXALIVE-750 CTD TAB.
FOR /10/CTD TAB.BLISTER,750 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,FLOXALIVE-750 CTD TAB.
FOR /8/VIALS OF 10 ML.,"1.4 MG+100 MCG+20
MG / vial",فيال فموي,ابن الهيثم,FOLIN-B12 ORAL VIAL
"FOR /30/G.CREAM IN
ALU.TUBE",0.05%+1%+0.1%+1%,كريم,ابن الهيثم,FORDERM CREAM
"FOR /15/G.CREAM IN
ALU.TUBE",0.05%+1%+0.1%+1%,كريم,ابن الهيثم,FORDERM CREAM
FOR /1/SACHET,3 G/SACHET,ظروف,ابن الهيثم,"FOSFOMYCIN ADULT IBN AL-
HAYTHAM SACHET"
FOR /2/SACHETS,3 G/SACHET,ظروف,ابن الهيثم,"FOSFOMYCIN ADULT IBN AL-
HAYTHAM SACHET"
FOR /1/SACHET,2 G/SACHET,ظروف,ابن الهيثم,"FOSFOMYCIN CHILDREN IBN AL-
HAYTHAM SACHET"
FOR /2/SACHETS,2 G/SACHET,ظروف,ابن الهيثم,"FOSFOMYCIN CHILDREN IBN AL-
HAYTHAM SACHET"
FOR /20/TAB.BLISTER,D TAB.,أقراص متفتتة,ابن الهيثم,GUAFEX
"FOR /30/CAP.BLISTER
P.V.D.C.",20 MG/CAP.,محافظ,ابن الهيثم,HARMOSTAR-20 D.R.CAP.
"FOR /30/CAP.BLISTER
P.V.D.C.",30 MG/CAP.,محافظ,ابن الهيثم,HARMOSTAR-30 D.R.CAP.
"FOR /30/CAP.BLISTER
P.V.D.C.",40 MG/CAP.,محافظ,ابن الهيثم,HARMOSTAR-40 D.R.CAP.
"FOR /30/CAP.BLISTER
P.V.D.C.",60 MG/CAP.,محافظ,ابن الهيثم,HARMOSTAR-60 D.R.CAP.
FOR /20/SACHETS,MCG/SACHET,ظروف,ابن الهيثم,HAZI CA VID FORT SACHET
"FOR /20/TAB.BLISTER
P.V.D.C.","250MG+150MG+50MG
/TAB",أقراص,ابن الهيثم,HAZIPARADOL TAB.
"FOR /500/TAB.BLISTER
P.V.D.C.","250MG+150MG+50MG
/TAB",أقراص,ابن الهيثم,HAZIPARADOL TAB.
FOR /10/TAB.BLISTER,"250MG+150MG+50MG
/TAB",أقراص,ابن الهيثم,HAZIPARADOL TAB.
"FOR /30/F.CTD
TAB.BLISTER",1.5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,"INDAPAMIDE IBN AL-HAYTHAM-
1.5 SR.CTD TAB."
"FOR /20/CAP.BLISTER
P.V.D.C.",0.5MG+50MG+22.5MG,محافظ,ابن الهيثم,IRON FOLIC ZINC CAP.
"FOR /30/TAB.BLISTER
P.V.D.C.",10 MG/TAB.,أقراص,ابن الهيثم,ISOSORBIDE MONO -10 TAB.
"FOR /30/TAB.BLISTER
P.V.D.C.",20 MG/TAB.,أقراص,ابن الهيثم,ISOSORBIDE MONO -20 TAB.
"FOR /30/CAP.BLISTER
P.V.D.C.",40 MG/CAP.,محافظ,ابن الهيثم,"ISOSORBIDE MONO -40
EXTENDED R.CAP."
"FOR /30/CAP.BLISTER
P.V.D.C.",60 MG/CAP.,محافظ,ابن الهيثم,"ISOSORBIDE MONO -60
EXTENDED R.CAP."
"FOR /30/G.GEL IN
ALU.TUBE",0.0005,جل,ابن الهيثم,ISOTRETIN GEL
"FOR /50/G.GEL IN
ALU.TUBE",0.0005,جل,ابن الهيثم,ISOTRETIN GEL
"FOR /100/ML.SY.IN GLASS
BOTTLE",3.33 G/5 ML.,شراب,ابن الهيثم,LACTULOSE IBN ALHAYTHAM
"FOR /200/ML.SY.IN GLASS
BOTTLE",3.33 G/5 ML.,شراب,ابن الهيثم,LACTULOSE IBN ALHAYTHAM
FOR /20/TAB.BLISTER,100 MG/TAB.,أقراص,ابن الهيثم,LAMIC-100 TAB.
FOR /20/TAB.BLISTER,200 MG/TAB.,أقراص,ابن الهيثم,LAMIC-200 TAB.
FOR /20/TAB.BLISTER,25 MG/TAB.,أقراص,ابن الهيثم,LAMIC-25 TAB.
/20/CHEW.TAB.BLISTER,5 MG/CHEW.TAB.,أقراص للمضغ,ابن الهيثم,LAMIC-5 CHEW.TAB.
"FOR /125/ML.SY.IN GLASS
BOTTLE",2.5 MG/5 ML.,شراب,ابن الهيثم,LEVOHISTAMINE SYRUP
FOR /7/CTD TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVOHISTAMINE-5 CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVOHISTAMINE-5 CTD TAB.
TAB.ALU.ALU.,5 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVOHISTAMINE-5 CTD TAB.
"FOR /200/ML.SYRUP IN
GLASS BOTTLE",500 MG/5 ML.,شراب,ابن الهيثم,LEVRAMAX SYR
FOR /10/CTD TAB.BLISTER,1000 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVRAMAX-1000 CTD TAB.
FOR /20/CTD TAB.BLISTER,1000 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVRAMAX-1000 CTD TAB.
FOR /10/CTD TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVRAMAX-250 CTD TAB.
FOR /20/CTD TAB.BLISTER,250 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVRAMAX-250 CTD TAB.
FOR /10/CTD TAB.BLISTER,500 MG/CTD TAB.,أقراص ملبسة,ابن الهيثم,LEVRAMAX-500 CTD TAB.
